order_id;return_id;order_date;return_date;return_delay_days;product_name;category;quantity;unit_price;return_amount;return_reason;return_status;sales_channel;carrier;region;city
CMD-11145;RET-21145;2024-03-13;2024-03-18;5;Complément alimentaire;Beauté & Santé;1;222.25;222.25;Mauvaise taille / couleur;En cours de traitement;Marketplace;DHL;Normandie;Caen
CMD-11146;RET-21146;2024-12-07;2024-12-31;24;Gourde;Sport & Loisirs;2;323.2;646.4;Changement d'avis;En cours de traitement;Site web;Chronopost;Nouvelle-Aquitaine;Pau
CMD-11147;RET-21147;2024-06-14;2024-06-18;4;Brosse à dents électrique;Beauté & Santé;1;304.06;304.06;Mauvaise taille / couleur;En cours de traitement;Site web;Mondial Relay;Grand Est;Metz
CMD-11148;RET-21148;2024-07-18;2024-07-29;11;Lampe;Maison & Jardin;3;310.82;932.46;Mauvaise taille / couleur;Remboursé;Marketplace;UPS;Provence-Alpes-Côte d'Azur;Toulon
CMD-11149;RET-21149;2024-10-21;2024-10-31;10;Gourde;Sport & Loisirs;1;146.02;146.02;Commande en double;En cours de traitement;Application mobile;Colissimo;Île-de-France;Versailles
CMD-11150;RET-21150;2024-09-10;2024-09-29;19;Sac de sport;Sport & Loisirs;2;74.22;148.44;Ne correspond pas à la description;Échangé;Application mobile;Colissimo;Île-de-France;Versailles
CMD-11151;RET-21151;2024-12-29;2025-01-17;19;Tapis de yoga;Sport & Loisirs;2;217.34;434.68;Changement d'avis;Échangé;Téléphone;Colissimo;Nouvelle-Aquitaine;Limoges
CMD-11152;RET-21152;2024-12-30;2025-01-28;29;Casque vélo;Sport & Loisirs;3;303.57;910.71;Ne correspond pas à la description;En cours de traitement;Site web;Chronopost;Nouvelle-Aquitaine;Pau
CMD-11153;RET-21153;2024-08-10;2024-08-15;5;Lampe;Maison & Jardin;1;80.38;80.38;Ne correspond pas à la description;Échangé;Téléphone;Chronopost;Bretagne;Brest
CMD-11154;RET-21154;2024-10-20;2024-11-06;17;Montre connectée;Électronique;2;306.51;613.02;Mauvaise taille / couleur;Refusé;Site web;Colissimo;Nouvelle-Aquitaine;Bordeaux
CMD-11155;RET-21155;2025-02-10;2025-02-26;22;Casque vélo;Sport & Loisirs;2;303.14;606.28;Délai de livraison trop long;En cours de traitement;Application mobile;Mondial Relay;Auvergne-Rhône-Alpes;Grenoble
CMD-11156;RET-21156;2025-01-23;2025-02-10;18;Chargeur;Électronique;2;291.44;582.88;Commande en double;En cours de traitement;Marketplace;Colissimo;Île-de-France;Boulogne-Billancourt
CMD-11157;RET-21157;2024-08-31;2024-09-13;13;Parfum;Beauté & Santé;2;277.72;555.44;Livraison endommagée;En cours de traitement;Application mobile;Colissimo;Auvergne-Rhône-Alpes;Lyon
CMD-11158;RET-21158;2024-05-23;2024-06-04;12;Résistance élastique;Sport & Loisirs;1;320.41;320.41;Ne correspond pas à la description;Remboursé;Application mobile;UPS;Bretagne;Rennes
CMD-11159;RET-21159;2025-02-24;2025-02-26;16;Veste;Vêtements;2;110.4;220.8;Commande en double;Échangé;Application mobile;Mondial Relay;Bretagne;Brest
CMD-11160;RET-21160;2024-03-16;2024-04-10;25;Pantalon;Vêtements;3;108.07;324.21;Mauvaise taille / couleur;Échangé;Site web;Chronopost;Occitanie;Montpellier
CMD-11161;RET-21161;2024-12-13;2025-01-03;21;Plante artificielle;Maison & Jardin;3;159.55;478.65;Changement d'avis;Échangé;Site web;DHL;Hauts-de-France;Lille
CMD-11162;RET-21162;2024-09-10;2024-09-19;9;T-shirt;Vêtements;1;208.3;208.3;Produit défectueux;Remboursé;Application mobile;Mondial Relay;Nouvelle-Aquitaine;Limoges
CMD-11163;RET-21163;2024-09-21;2024-10-07;16;Sérum visage;Beauté & Santé;2;228.91;457.82;Ne correspond pas à la description;Remboursé;Marketplace;UPS;Normandie;Le Havre
CMD-11164;RET-21164;2025-01-23;2025-01-29;6;Parfum;Beauté & Santé;1;174.56;174.56;Changement d'avis;Remboursé;Site web;Chronopost;Grand Est;Strasbourg
CMD-11165;RET-21165;2024-06-20;2024-06-25;5;Cadre photo;Maison & Jardin;3;278.35;835.05;Mauvaise taille / couleur;Échangé;Application mobile;Colissimo;Occitanie;Montpellier
CMD-11166;RET-21166;2024-11-21;2024-12-20;29;Pantalon;Vêtements;2;235.84;471.68;Produit défectueux;Remboursé;Site web;Mondial Relay;Grand Est;Metz
CMD-11167;RET-21167;2024-11-26;2024-12-24;28;Crème hydratante;Beauté & Santé;1;161.86;161.86;Ne correspond pas à la description;En cours de traitement;Site web;Chronopost;Pays de la Loire;Nantes
CMD-11168;RET-21168;2024-06-22;2024-07-15;23;Gourde;Sport & Loisirs;1;342.99;342.99;Ne correspond pas à la description;Échangé;Marketplace;Colissimo;Hauts-de-France;Valenciennes
CMD-11169;RET-21169;2024-05-04;2024-05-21;17;Lampe;Maison & Jardin;1;87.38;87.38;Mauvaise taille / couleur;Remboursé;Marketplace;Colissimo;Normandie;Le Havre
CMD-11170;RET-21170;2024-08-08;2024-09-03;26;Tablette;Électronique;2;49.58;99.16;Produit défectueux;Remboursé;Site web;UPS;Auvergne-Rhône-Alpes;Grenoble
CMD-11171;RET-21171;2024-07-29;2024-08-17;19;Montre connectée;Électronique;2;302.79;605.58;Livraison endommagée;En cours de traitement;Site web;Mondial Relay;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11172;RET-21172;2024-10-17;2024-10-18;1;Plante artificielle;Maison & Jardin;3;102.05;306.15;Mauvaise taille / couleur;Remboursé;Téléphone;DHL;Nouvelle-Aquitaine;Pau
CMD-11173;RET-21173;2024-07-11;2024-08-08;28;Sérum visage;Beauté & Santé;2;103.6;207.2;Ne correspond pas à la description;Remboursé;Téléphone;Chronopost;Pays de la Loire;Le Mans
CMD-11174;RET-21174;2024-11-02;2024-11-03;1;Cadre photo;Maison & Jardin;2;178.57;357.14;Commande en double;Échangé;Site web;UPS;Nouvelle-Aquitaine;Bordeaux
CMD-11175;RET-21175;2024-08-20;2024-09-10;21;Sérum visage;Beauté & Santé;1;274.79;274.79;Ne correspond pas à la description;Remboursé;Marketplace;UPS;Occitanie;Toulouse
CMD-11176;RET-21176;2024-04-19;2024-05-11;22;Cadre photo;Maison & Jardin;1;204.14;204.14;Produit défectueux;En cours de traitement;Marketplace;Chronopost;Nouvelle-Aquitaine;Pau
CMD-11177;RET-21177;2025-01-04;2025-01-26;22;Veste;Vêtements;3;343.59;1030.77;Commande en double;Remboursé;Téléphone;UPS;Normandie;Caen
CMD-11178;RET-21178;2024-07-31;2024-08-12;12;Veste;Vêtements;2;257.08;514.16;Ne correspond pas à la description;Échangé;Marketplace;Colissimo;Provence-Alpes-Côte d'Azur;Nice
CMD-11179;RET-21179;2024-09-20;2024-09-22;2;Résistance élastique;Sport & Loisirs;3;283.83;851.49;Produit défectueux;Échangé;Site web;DHL;Bretagne;Brest
CMD-11180;RET-21180;2024-07-26;2024-08-22;27;Lampe;Maison & Jardin;2;155.35;310.7;Mauvaise taille / couleur;Échangé;Marketplace;Mondial Relay;Grand Est;Reims
CMD-11181;RET-21181;2024-11-10;2024-11-25;15;Lampe;Maison & Jardin;1;92.67;92.67;Mauvaise taille / couleur;Échangé;Application mobile;Colissimo;Provence-Alpes-Côte d'Azur;Toulon
CMD-11182;RET-21182;2025-01-29;2025-02-11;13;Gourde;Sport & Loisirs;2;345.56;691.12;Produit défectueux;Remboursé;Site web;Mondial Relay;Normandie;Caen
CMD-11183;RET-21183;2024-09-03;2024-09-18;15;Lampe;Maison & Jardin;2;55.66;111.32;Délai de livraison trop long;Échangé;Marketplace;Chronopost;Auvergne-Rhône-Alpes;Grenoble
CMD-11184;RET-21184;2024-12-24;2025-01-03;10;Sérum visage;Beauté & Santé;3;39.92;119.76;Mauvaise taille / couleur;En cours de traitement;Site web;Mondial Relay;Occitanie;Montpellier
CMD-11185;RET-21185;2024-07-25;2024-08-17;23;Tablette;Électronique;1;306.05;306.05;Livraison endommagée;Remboursé;Marketplace;Chronopost;Provence-Alpes-Côte d'Azur;Nice
CMD-11186;RET-21186;2024-08-09;2024-08-24;15;Robe;Vêtements;2;123.22;246.44;Changement d'avis;Refusé;Site web;UPS;Hauts-de-France;Amiens
CMD-11187;RET-21187;2024-10-02;2024-10-15;13;Tapis de yoga;Sport & Loisirs;3;30.5;91.5;Produit défectueux;Remboursé;Site web;Mondial Relay;Pays de la Loire;Angers
CMD-11188;RET-21188;2024-08-12;2024-09-07;26;Parfum;Beauté & Santé;2;205.44;410.88;Produit défectueux;Remboursé;Application mobile;Colissimo;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11189;RET-21189;2024-11-25;2024-12-01;6;Crème hydratante;Beauté & Santé;3;323.65;970.95;Délai de livraison trop long;En cours de traitement;Marketplace;UPS;Normandie;Le Havre
CMD-11190;RET-21190;2024-07-17;2024-08-01;15;Gourde;Sport & Loisirs;3;122.35;367.05;Mauvaise taille / couleur;Remboursé;Marketplace;UPS;Nouvelle-Aquitaine;Limoges
CMD-11191;RET-21191;2024-03-08;2024-03-21;13;Brosse à dents électrique;Beauté & Santé;1;222.05;222.05;Produit défectueux;Remboursé;Site web;Chronopost;Grand Est;Strasbourg
CMD-11192;RET-21192;2024-12-22;2025-01-13;22;Cadre photo;Maison & Jardin;2;232.23;464.46;Livraison endommagée;En cours de traitement;Marketplace;Mondial Relay;Occitanie;Nîmes
CMD-11193;RET-21193;2024-05-15;2024-05-22;7;Pantalon;Vêtements;2;71.74;143.48;Changement d'avis;En cours de traitement;Marketplace;Mondial Relay;Île-de-France;Versailles
CMD-11194;RET-21194;2024-08-23;2024-08-26;3;Tapis;Maison & Jardin;1;233.78;233.78;Produit défectueux;Refusé;Site web;Chronopost;Occitanie;Montpellier
CMD-11195;RET-21195;2024-08-26;2024-08-27;1;Robe;Vêtements;1;293.61;293.61;Mauvaise taille / couleur;Échangé;Marketplace;UPS;Grand Est;Strasbourg
CMD-11196;RET-21196;2024-03-23;2024-04-07;15;Sac de sport;Sport & Loisirs;1;79.91;79.91;Commande en double;Remboursé;Site web;Mondial Relay;Grand Est;Metz
CMD-11197;RET-21197;2024-11-17;2024-11-21;4;Pantalon;Vêtements;1;329.84;329.84;Changement d'avis;Remboursé;Site web;Colissimo;Normandie;Caen
CMD-11198;RET-21198;2024-11-12;2024-11-24;12;Résistance élastique;Sport & Loisirs;3;48.08;144.24;Produit défectueux;En cours de traitement;Site web;Colissimo;Bretagne;Rennes
CMD-11199;RET-21199;2024-08-26;2024-09-07;12;Lampe;Maison & Jardin;2;331.62;663.24;Délai de livraison trop long;Remboursé;Application mobile;UPS;Hauts-de-France;Lille
CMD-11200;RET-21200;2024-10-25;2024-10-26;1;Tapis;Maison & Jardin;1;57.85;57.85;Mauvaise taille / couleur;Remboursé;Site web;UPS;Occitanie;Toulouse
CMD-11201;RET-21201;2024-03-17;2024-03-19;2;Sérum visage;Beauté & Santé;3;234.72;704.16;Mauvaise taille / couleur;Remboursé;Site web;Mondial Relay;Provence-Alpes-Côte d'Azur;Toulon
CMD-11202;RET-21202;2024-05-14;2024-06-07;24;Veste;Vêtements;1;277.43;277.43;Ne correspond pas à la description;Remboursé;Site web;DHL;Île-de-France;Boulogne-Billancourt
CMD-11203;RET-21203;2025-01-10;2025-01-21;11;Smartphone;Électronique;2;19.69;39.38;Changement d'avis;Remboursé;Site web;Mondial Relay;Bretagne;Rennes
CMD-11204;RET-21204;2024-09-07;2024-10-02;25;Complément alimentaire;Beauté & Santé;1;63.78;63.78;Livraison endommagée;Remboursé;Téléphone;Colissimo;Île-de-France;Boulogne-Billancourt
CMD-11205;RET-21205;2024-10-27;2024-11-11;15;Casque vélo;Sport & Loisirs;2;55.7;111.4;Produit défectueux;Remboursé;Marketplace;DHL;Normandie;Le Havre
CMD-11206;RET-21206;2024-05-02;2024-05-13;11;Brosse à dents électrique;Beauté & Santé;3;237.27;711.81;Mauvaise taille / couleur;En cours de traitement;Application mobile;Chronopost;Auvergne-Rhône-Alpes;Grenoble
CMD-11207;RET-21207;2024-06-18;2024-07-05;17;Pantalon;Vêtements;1;234.13;234.13;Mauvaise taille / couleur;En cours de traitement;Site web;Chronopost;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11208;RET-21208;2024-07-04;2024-07-10;6;Tapis;Maison & Jardin;3;341.15;1023.45;Mauvaise taille / couleur;Refusé;Site web;Chronopost;Normandie;Le Havre
CMD-11209;RET-21209;2024-08-12;2024-08-26;14;Coussin;Maison & Jardin;3;260.38;781.14;Livraison endommagée;Remboursé;Site web;Chronopost;Île-de-France;Versailles
CMD-11210;RET-21210;2024-05-30;2024-05-31;1;T-shirt;Vêtements;1;65.04;65.04;Mauvaise taille / couleur;Remboursé;Site web;Mondial Relay;Provence-Alpes-Côte d'Azur;Marseille
CMD-11211;RET-21211;2024-09-21;2024-10-06;15;Robe;Vêtements;3;99.35;298.05;Changement d'avis;Échangé;Application mobile;DHL;Bretagne;Rennes
CMD-11212;RET-21212;2024-08-17;2024-09-15;29;Veste;Vêtements;2;284.38;568.76;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Bretagne;Quimper
CMD-11213;RET-21213;2024-07-10;2024-07-13;3;Plante artificielle;Maison & Jardin;3;18.64;55.92;Produit défectueux;Refusé;Marketplace;Colissimo;Pays de la Loire;Nantes
CMD-11214;RET-21214;2024-12-04;2024-12-27;23;Coussin;Maison & Jardin;2;114.39;228.78;Délai de livraison trop long;Remboursé;Marketplace;Mondial Relay;Grand Est;Metz
CMD-11215;RET-21215;2024-05-30;2024-06-12;13;Sérum visage;Beauté & Santé;1;295.6;295.6;Produit défectueux;Échangé;Application mobile;Chronopost;Occitanie;Toulouse
CMD-11216;RET-21216;2024-12-11;2025-01-08;28;Complément alimentaire;Beauté & Santé;1;282.09;282.09;Ne correspond pas à la description;Refusé;Application mobile;DHL;Provence-Alpes-Côte d'Azur;Toulon
CMD-11217;RET-21217;2024-05-18;2024-05-22;4;Chaussures;Vêtements;1;296.7;296.7;Livraison endommagée;Échangé;Marketplace;DHL;Nouvelle-Aquitaine;Limoges
CMD-11218;RET-21218;2024-03-23;2024-04-05;13;Plante artificielle;Maison & Jardin;3;340.48;1021.44;Ne correspond pas à la description;Échangé;Site web;Colissimo;Bretagne;Brest
CMD-11219;RET-21219;2024-07-04;2024-07-27;23;Brosse à dents électrique;Beauté & Santé;1;323.84;323.84;Délai de livraison trop long;Remboursé;Site web;Chronopost;Normandie;Le Havre
CMD-11220;RET-21220;2024-10-30;2024-11-26;27;Pantalon;Vêtements;2;277.35;554.7;Mauvaise taille / couleur;Remboursé;Site web;Chronopost;Grand Est;Reims
CMD-11221;RET-21221;2024-07-17;2024-07-22;5;Tapis de yoga;Sport & Loisirs;3;261.48;784.44;Mauvaise taille / couleur;Échangé;Marketplace;Colissimo;Nouvelle-Aquitaine;Bordeaux
CMD-11222;RET-21222;2025-01-18;2025-01-22;4;Brosse à dents électrique;Beauté & Santé;3;44.89;134.67;Ne correspond pas à la description;Remboursé;Marketplace;Mondial Relay;Normandie;Caen
CMD-11223;RET-21223;2025-01-04;2025-01-19;15;T-shirt;Vêtements;3;126.07;378.21;Mauvaise taille / couleur;En cours de traitement;Site web;UPS;Hauts-de-France;Lille
CMD-11224;RET-21224;2024-10-02;2024-10-21;19;Robe;Vêtements;2;86.38;172.76;Délai de livraison trop long;Échangé;Application mobile;DHL;Auvergne-Rhône-Alpes;Lyon
CMD-11225;RET-21225;2024-06-29;2024-07-27;28;Sac de sport;Sport & Loisirs;2;29.26;58.52;Livraison endommagée;Échangé;Téléphone;Mondial Relay;Auvergne-Rhône-Alpes;Grenoble
CMD-11226;RET-21226;2024-08-13;2024-08-27;14;Tapis;Maison & Jardin;1;14.39;14.39;Mauvaise taille / couleur;Remboursé;Site web;DHL;Bretagne;Rennes
CMD-11227;RET-21227;2024-04-20;2024-05-15;25;Casque vélo;Sport & Loisirs;3;294.72;884.16;Mauvaise taille / couleur;En cours de traitement;Site web;Mondial Relay;Grand Est;Metz
CMD-11228;RET-21228;2024-04-22;2024-05-11;19;Montre connectée;Électronique;1;49.94;49.94;Mauvaise taille / couleur;Échangé;Application mobile;UPS;Occitanie;Montpellier
CMD-11229;RET-21229;2024-03-18;2024-03-30;12;Sac de sport;Sport & Loisirs;3;303.56;910.68;Commande en double;Échangé;Marketplace;Colissimo;Île-de-France;Boulogne-Billancourt
CMD-11230;RET-21230;2024-06-16;2024-07-05;19;T-shirt;Vêtements;3;331.62;994.86;Livraison endommagée;En cours de traitement;Marketplace;DHL;Auvergne-Rhône-Alpes;Grenoble
CMD-11231;RET-21231;2024-08-28;2024-09-24;27;Tapis;Maison & Jardin;1;104.06;104.06;Mauvaise taille / couleur;Refusé;Site web;Chronopost;Île-de-France;Boulogne-Billancourt
CMD-11232;RET-21232;2024-06-13;2024-07-01;18;Brosse à dents électrique;Beauté & Santé;3;146.45;439.35;Livraison endommagée;En cours de traitement;Site web;Mondial Relay;Provence-Alpes-Côte d'Azur;Marseille
CMD-11233;RET-21233;2024-11-28;2024-12-22;24;Veste;Vêtements;2;44.44;88.88;Mauvaise taille / couleur;Échangé;Application mobile;UPS;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11234;RET-21234;2024-06-09;2024-06-18;9;Résistance élastique;Sport & Loisirs;2;284.01;568.02;Délai de livraison trop long;Remboursé;Site web;Mondial Relay;Provence-Alpes-Côte d'Azur;Marseille
CMD-11235;RET-21235;2024-08-03;2024-09-02;30;Complément alimentaire;Beauté & Santé;2;267.3;534.6;Mauvaise taille / couleur;Échangé;Site web;Colissimo;Pays de la Loire;Nantes
CMD-11236;RET-21236;2025-02-25;2025-02-26;20;Résistance élastique;Sport & Loisirs;1;253.4;253.4;Mauvaise taille / couleur;En cours de traitement;Site web;DHL;Pays de la Loire;Angers
CMD-11237;RET-21237;2025-01-06;2025-01-25;19;Écouteurs;Électronique;1;160.46;160.46;Mauvaise taille / couleur;Échangé;Site web;UPS;Île-de-France;Paris
CMD-11238;RET-21238;2024-06-20;2024-07-17;27;Pantalon;Vêtements;1;159.72;159.72;Produit défectueux;Remboursé;Site web;Mondial Relay;Occitanie;Toulouse
CMD-11239;RET-21239;2024-10-31;2024-11-27;27;Sac de sport;Sport & Loisirs;3;197.42;592.26;Mauvaise taille / couleur;En cours de traitement;Application mobile;Mondial Relay;Normandie;Rouen
CMD-11240;RET-21240;2024-09-12;2024-10-06;24;Tapis;Maison & Jardin;2;156.65;313.3;Ne correspond pas à la description;Remboursé;Téléphone;Chronopost;Provence-Alpes-Côte d'Azur;Marseille
CMD-11241;RET-21241;2024-08-09;2024-09-06;28;Chaussures;Vêtements;3;53.78;161.34;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Pays de la Loire;Le Mans
CMD-11242;RET-21242;2024-06-22;2024-07-16;24;Cadre photo;Maison & Jardin;1;168.2;168.2;Mauvaise taille / couleur;Remboursé;Application mobile;Colissimo;Normandie;Rouen
CMD-11243;RET-21243;2024-05-24;2024-05-25;1;Parfum;Beauté & Santé;3;231.09;693.27;Livraison endommagée;Remboursé;Application mobile;Colissimo;Provence-Alpes-Côte d'Azur;Nice
CMD-11244;RET-21244;2024-07-17;2024-08-05;19;Lampe;Maison & Jardin;3;213.23;639.69;Commande en double;Remboursé;Site web;UPS;Grand Est;Metz
CMD-11245;RET-21245;2024-08-03;2024-08-21;18;Tapis;Maison & Jardin;1;203.75;203.75;Produit défectueux;Remboursé;Application mobile;DHL;Pays de la Loire;Angers
CMD-11246;RET-21246;2024-03-01;2024-03-21;20;Écouteurs;Électronique;3;50.69;152.07;Produit défectueux;Remboursé;Site web;Chronopost;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11247;RET-21247;2024-07-03;2024-07-23;20;Pantalon;Vêtements;1;230.8;230.8;Produit défectueux;Remboursé;Téléphone;Mondial Relay;Bretagne;Quimper
CMD-11248;RET-21248;2025-02-19;2025-02-26;22;Sac de sport;Sport & Loisirs;2;246.78;493.56;Produit défectueux;Remboursé;Site web;UPS;Nouvelle-Aquitaine;Pau
CMD-11249;RET-21249;2024-07-05;2024-07-21;16;Tablette;Électronique;2;146.49;292.98;Délai de livraison trop long;Échangé;Site web;Colissimo;Occitanie;Montpellier
CMD-11250;RET-21250;2024-11-21;2024-11-30;9;Montre connectée;Électronique;1;343.88;343.88;Ne correspond pas à la description;Remboursé;Téléphone;Mondial Relay;Île-de-France;Versailles
CMD-11251;RET-21251;2024-03-04;2024-03-05;1;Plante artificielle;Maison & Jardin;2;19.4;38.8;Ne correspond pas à la description;Remboursé;Site web;Mondial Relay;Normandie;Le Havre
CMD-11252;RET-21252;2024-11-08;2024-11-14;6;Sérum visage;Beauté & Santé;2;42.97;85.94;Ne correspond pas à la description;Remboursé;Site web;Chronopost;Nouvelle-Aquitaine;Limoges
CMD-11253;RET-21253;2024-11-12;2024-11-17;5;Tapis de yoga;Sport & Loisirs;3;23.18;69.54;Commande en double;Remboursé;Site web;DHL;Pays de la Loire;Nantes
CMD-11254;RET-21254;2025-02-10;2025-02-16;6;Complément alimentaire;Beauté & Santé;1;316.08;316.08;Changement d'avis;Refusé;Téléphone;UPS;Bretagne;Rennes
CMD-11255;RET-21255;2025-01-29;2025-02-16;18;Sac de sport;Sport & Loisirs;1;237.36;237.36;Ne correspond pas à la description;Remboursé;Téléphone;UPS;Auvergne-Rhône-Alpes;Grenoble
CMD-11256;RET-21256;2024-06-02;2024-06-28;26;Tapis de yoga;Sport & Loisirs;2;29.93;59.86;Changement d'avis;En cours de traitement;Site web;Mondial Relay;Bretagne;Quimper
CMD-11257;RET-21257;2024-04-13;2024-05-05;22;Cadre photo;Maison & Jardin;3;205.53;616.59;Mauvaise taille / couleur;Remboursé;Site web;DHL;Pays de la Loire;Le Mans
CMD-11258;RET-21258;2024-05-06;2024-05-21;15;Veste;Vêtements;3;154.95;464.85;Produit défectueux;Remboursé;Site web;Mondial Relay;Grand Est;Reims
CMD-11259;RET-21259;2024-10-31;2024-11-20;20;Résistance élastique;Sport & Loisirs;2;347.38;694.76;Changement d'avis;Remboursé;Site web;Colissimo;Hauts-de-France;Valenciennes
CMD-11260;RET-21260;2024-08-02;2024-08-31;29;Complément alimentaire;Beauté & Santé;3;68.94;206.82;Produit défectueux;Remboursé;Téléphone;UPS;Provence-Alpes-Côte d'Azur;Toulon
CMD-11261;RET-21261;2024-06-02;2024-06-14;12;Crème hydratante;Beauté & Santé;3;307.06;921.18;Livraison endommagée;Remboursé;Application mobile;Colissimo;Pays de la Loire;Le Mans
CMD-11262;RET-21262;2024-06-15;2024-06-19;4;Gourde;Sport & Loisirs;1;252.22;252.22;Ne correspond pas à la description;Remboursé;Application mobile;Colissimo;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11263;RET-21263;2024-03-21;2024-04-20;30;Gourde;Sport & Loisirs;3;49.55;148.65;Livraison endommagée;Échangé;Téléphone;DHL;Hauts-de-France;Lille
CMD-11264;RET-21264;2024-05-27;2024-06-09;13;Veste;Vêtements;2;25.22;50.44;Ne correspond pas à la description;Échangé;Marketplace;UPS;Nouvelle-Aquitaine;Limoges
CMD-11265;RET-21265;2025-02-09;2025-02-26;19;Coussin;Maison & Jardin;3;260.46;781.38;Changement d'avis;Remboursé;Site web;DHL;Hauts-de-France;Amiens
CMD-11266;RET-21266;2024-06-03;2024-06-30;27;Résistance élastique;Sport & Loisirs;3;13.55;40.65;Changement d'avis;Remboursé;Application mobile;Chronopost;Grand Est;Strasbourg
CMD-11267;RET-21267;2024-04-03;2024-04-24;21;Smartphone;Électronique;1;316.75;316.75;Produit défectueux;Remboursé;Téléphone;DHL;Bretagne;Rennes
CMD-11268;RET-21268;2025-02-09;2025-02-26;23;Résistance élastique;Sport & Loisirs;3;107.39;322.17;Produit défectueux;Remboursé;Marketplace;Chronopost;Normandie;Caen
CMD-11269;RET-21269;2024-04-11;2024-04-29;18;Gourde;Sport & Loisirs;1;186.2;186.2;Mauvaise taille / couleur;Remboursé;Site web;UPS;Île-de-France;Boulogne-Billancourt
CMD-11270;RET-21270;2024-05-31;2024-06-03;3;Tablette;Électronique;2;219.21;438.42;Produit défectueux;Échangé;Site web;Mondial Relay;Bretagne;Quimper
CMD-11271;RET-21271;2024-06-02;2024-06-27;25;Veste;Vêtements;1;203.39;203.39;Livraison endommagée;Remboursé;Site web;UPS;Nouvelle-Aquitaine;Pau
CMD-11272;RET-21272;2024-06-08;2024-07-07;29;Chargeur;Électronique;2;62.05;124.1;Produit défectueux;Remboursé;Site web;UPS;Hauts-de-France;Valenciennes
CMD-11273;RET-21273;2024-03-10;2024-04-07;28;Tapis de yoga;Sport & Loisirs;1;214.56;214.56;Produit défectueux;Remboursé;Site web;Colissimo;Hauts-de-France;Valenciennes
CMD-11274;RET-21274;2025-02-11;2025-02-14;3;Casque vélo;Sport & Loisirs;3;15.94;47.82;Livraison endommagée;Remboursé;Site web;Colissimo;Nouvelle-Aquitaine;Limoges
CMD-11275;RET-21275;2025-02-11;2025-02-19;8;Chargeur;Électronique;1;201.32;201.32;Produit défectueux;Remboursé;Application mobile;Mondial Relay;Grand Est;Metz
CMD-11276;RET-21276;2024-12-02;2024-12-05;3;Chargeur;Électronique;3;229.23;687.69;Changement d'avis;Remboursé;Marketplace;UPS;Hauts-de-France;Valenciennes
CMD-11277;RET-21277;2025-01-05;2025-01-14;9;Plante artificielle;Maison & Jardin;2;322.61;645.22;Mauvaise taille / couleur;Remboursé;Site web;Chronopost;Nouvelle-Aquitaine;Pau
CMD-11278;RET-21278;2024-09-12;2024-09-21;9;Veste;Vêtements;3;17.12;51.36;Produit défectueux;Remboursé;Marketplace;Chronopost;Hauts-de-France;Lille
CMD-11279;RET-21279;2024-09-19;2024-09-24;5;Coussin;Maison & Jardin;2;153.19;306.38;Changement d'avis;Remboursé;Site web;DHL;Grand Est;Reims
CMD-11280;RET-21280;2024-08-17;2024-08-28;11;Gourde;Sport & Loisirs;3;190.18;570.54;Changement d'avis;Échangé;Téléphone;Mondial Relay;Occitanie;Toulouse
CMD-11281;RET-21281;2024-08-31;2024-09-29;29;Casque vélo;Sport & Loisirs;2;137.44;274.88;Mauvaise taille / couleur;Remboursé;Application mobile;UPS;Hauts-de-France;Lille
CMD-11282;RET-21282;2024-07-29;2024-08-27;29;Parfum;Beauté & Santé;1;77.8;77.8;Livraison endommagée;Échangé;Téléphone;UPS;Provence-Alpes-Côte d'Azur;Toulon
CMD-11283;RET-21283;2024-05-29;2024-06-13;15;Tablette;Électronique;2;202.91;405.82;Délai de livraison trop long;Échangé;Marketplace;UPS;Nouvelle-Aquitaine;Pau
CMD-11284;RET-21284;2024-12-17;2025-01-12;26;Pantalon;Vêtements;2;117.61;235.22;Produit défectueux;Refusé;Site web;Mondial Relay;Occitanie;Nîmes
CMD-11285;RET-21285;2024-11-24;2024-12-18;24;Smartphone;Électronique;1;39.16;39.16;Ne correspond pas à la description;Remboursé;Téléphone;DHL;Île-de-France;Paris
CMD-11286;RET-21286;2024-06-09;2024-07-03;24;Pantalon;Vêtements;2;295.83;591.66;Livraison endommagée;Échangé;Marketplace;UPS;Provence-Alpes-Côte d'Azur;Toulon
CMD-11287;RET-21287;2024-08-18;2024-09-10;23;Veste;Vêtements;2;44.51;89.02;Livraison endommagée;Remboursé;Site web;Mondial Relay;Pays de la Loire;Nantes
CMD-11288;RET-21288;2025-01-08;2025-01-22;14;Chaussures;Vêtements;3;223.75;671.25;Livraison endommagée;Remboursé;Site web;Chronopost;Hauts-de-France;Valenciennes
CMD-11289;RET-21289;2024-10-11;2024-10-15;4;Tablette;Électronique;2;170.76;341.52;Commande en double;Échangé;Téléphone;DHL;Bretagne;Rennes
